Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
372,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0065901,PRJ0023851,"IE - AM - Imprivata CCF OHIO Regional Hospitals,  FHCs & Indiv Community  Sites Phys Office Phase",59,Identity,Identity Protection,Activity,NULL,Install Imprivata BIBO on all workstations used by employed physicians located in their offices.   OH CCF Regional FHCs and individual locations
12,GRC - Operational Enhancements,PRJTASK0056373,PRJ0022923,"IT Department Intake Enhancements - Develop and deploy a front end request submission mechanism to handle any and all related IT Department (e.g., Infrastructure, Maintenance, Security) requests",6,Advisory,"Governance, Risk Management, Training, & Compliance",Activity,NULL,IT Department Intake Enhancements
13,GRC - Operational Enhancements,PRJTASK0056374,PRJ0022923,IT Department Intake Enhancements - Integrate and automate front end request mechanism with current enterprise instance of ServiceNow,6,Advisory,"Governance, Risk Management, Training, & Compliance",Activity,NULL,IT Department Intake Enhancements
11,GRC - Operational Enhancements,PRJTASK0056372,PRJ0022923,"IT Department Intake Enhancements - Document and standardize the current process, policy, and procedure regarding IT Department request submission",6,Advisory,"Governance, Risk Management, Training, & Compliance",Activity,NULL,"IT Department Intake Enhancements
"
8,GRC - Operational Enhancements,PRJTASK0056369,PRJ0022923,M&A Playbook Development - Define and document pre-deal and day 1 M&A security integration activities and the associated objectives/metrics,114,Advisory,"Governance, Risk Management, Training, & Compliance",Activity,NULL,M&A  Playbook Development
9,GRC - Operational Enhancements,PRJTASK0056370,PRJ0022923,"M&A Playbook Development - Document steps and guidelines for integrating key security capabilities post-deal (e.g., IR, monitoring, IAM, Network connectivity, endpoint security stack deployment)",114,Advisory,"Governance, Risk Management, Training, & Compliance",Activity,NULL,M&A  Playbook Development
10,GRC - Operational Enhancements,PRJTASK0056371,PRJ0022923,M&A Playbook Development - Establish metrics set for monitoring as well as reporting cadence and method,114,Advisory,"Governance, Risk Management, Training, & Compliance",Activity,NULL,"M&A Playbook Development - Metrics
Establish metrics set for monitoring as well as reporting cadence and method"
150,CLP - Cloud Security Automation (P1),PRJTASK0067063,PRJ0024147,"Develop policies, procedures, and standards for cloud operations in each of the cloud environments CCF leverages (i.e. AWS, Azure, GCP, IBM)",35,Data and Application Protection,Cloud Protection,Activity,NULL,OKR Activity 150
151,CLP - Cloud Security Automation (P1),PRJTASK0067064,PRJ0024147,Design and document team organizational model with one SME per cloud environment,35,Data and Application Protection,Cloud Protection,Activity,NULL,OKR Activity 151
152,CLP - Cloud Security Automation (P1),PRJTASK0067065,PRJ0024147,Define and document secure cloud migration process,35,Data and Application Protection,Cloud Protection,Activity,NULL,OKR Activity 152
226,AP - Application Security (P1),PRJTASK0062953,PRJ0023610,Develop organizational workflows and RACIs,35,Data and Application Protection,Application Protection,Activity,Cybersecurity - Data & Application Protection,"OKR Activity 226
Deliverables:
1) High-level Secure Software Development Lifecycle Vision and Strategy
2) Organizational-wide workflow and RACI content that has been socialized with stakeholders"
227,AP - Application Security (P1),PRJTASK0062967,PRJ0023610,Document and refine processes and procedures,35,Data and Application Protection,Application Protection,Activity,NULL,"OKR Activity 227
Deliverables:
1) Creation of all necessary SOPs needed by the Cyber DNA team to operationalize all aspects of our program
2) Creation of developer-facing docs to assist them in making the correct requests for their projects. Scope: ADO project creation, SSO support.
3) Creation of a top-level Sharepoint page for the Development community that guides them through the process and provides access to the job aids/documents"
228,AP - Application Security (P1),PRJTASK0062974,PRJ0023610,Define and document application security policies and standards,35,Data and Application Protection,Application Protection,Activity,NULL,"OKR Activity 228
Deliverables:
1) Creation of all necessary application security policy documents and submit to GRC for the approval process
2) Creation of all necessary application security standard documents, reviewed by our stakeholders/customers, and updated with their feedback
3) Publishing of our developer-facing documents in our Sharepoint landing page for developers"
229,AP - Application Security (P1),PRJTASK0062976,PRJ0023610,"Define, collect, and report on metrics to measure the effectiveness of the application security program",35,Data and Application Protection,Application Protection,Activity,NULL,"OKR Activity 229
Deliverables:
1) Define and socialize a metrics strategy for the Application Protection program. How do we measure success of this program? How do we collect data? How do we hold development teams accountable?
2) Work with Faig to build out the Exec-level metrics in Tableau
3) Creation of any Team-level metrics also needed"
230,AP - Application Security (P1),PRJTASK0068740,PRJ0023610,Finalize secure coding & application security standards,35,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 230
231,AP - Application Security (P1),PRJTASK0068742,PRJ0023610,Develop procedures to drive efficient and consistent use of secure development tools and methods,103,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 231
232,AP - Application Security (P1),PRJTASK0068744,PRJ0023610,Develop and socialize guidance for developers on topics such as code style guides to maintain code quality,35,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 232
233,AP - Application Security (P1),PRJTASK0068746,PRJ0023610,Establish mandatory secure coding training and integrate with enterprise LMS for tracking completion by all developers,103,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 233
236,AP - Application Security (P1),PRJTASK0068751,PRJ0023610,"Implement newly procured Burp Suite Enterprise, and integrate with SDLC pipeline",103,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 236
344,AP - Application Security (P1),PRJTASK0077021,PRJ0023610,"Implement newly procured Burp Suite Enterprise, and integrate with new/existing COTS web-based applications",35,Data and Application Protection,Application Protection,Activity,NULL,"OKR Activity 236A
Implement newly procured Burp Suite Enterprise, and integrate with new/existing COTS web-based applications"
240,AP - Application Security (P1),PRJTASK0068732,PRJ0023610,"Update application development and deployment processes to include the centralized documenting of exposed web applications and APIs, and the inclusion of appropriate protections before deployment in production",100,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 240
241,AP - Application Security (P1),PRJTASK0068734,PRJ0023610,Ensure external facing applications require authentication and authorization that meet industry standards / leading practices,35,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 241
348,AP - Application Security (P1),PRJTASK0076976,PRJ0023610,Ensure external facing COTS applications require authentication and authorization that meet industry standards / leading practices,103,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 241A - Not on OKR Spreadsheet Derived from PRJTASK0068734
346,AP - Application Security (P1),PRJTASK0077023,PRJ0023610,"Implement web application firewall in front of all external COTS applications, and ensure effective policies are in place",35,Data and Application Protection,Application Protection,Activity,NULL,"OKR Activity 242
Implement web application firewall in front of all external COTS applications, and ensure effective policies are in place"
243,AP - Application Security (P1),PRJTASK0068736,PRJ0023610,"Foward security related application logs e.g., authentication logs to the SIEM for correlation and alerting",100,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 243
246,AP - Application Security (P1),PRJTASK0068738,PRJ0023610,Configure API security and management solution to forward logs to the SIEM,100,Data and Application Protection,Application Protection,Activity,NULL,OKR Activity 246
248,DP - Data Lifecycle (P1),PRJTASK0066973,PRJ0024153,Refresh data classification standards according to update process to provide additional granularity,35,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 248
Refresh data classification standards according to update process to provide additional granularity"
249,DP - Data Lifecycle (P1),PRJTASK0066982,PRJ0024153,Refresh data handling guidelines for SaaS and On-Prem to reflect updated data classification system and the associated sensitivity of each data type,35,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 249
Refresh data handling guidelines for SaaS and On-Prem to reflect updated data classification system and the associated sensitivity of each data type

Reference per Kevin Mooney: https://ccf.policytech.com/dotNet/documents/?docid=64041

This is the Cyber policy on Third Party Risk Management: https://ccf.policytech.com/dotNet/documents/?docid=66010


"
250,DP - Data Lifecycle (P1),PRJTASK0066984,PRJ0024153,"Establish, and document, process to periodically reviews data handling and data classification guidelines",35,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 250
Establish, and document, process to periodically reviews data handling and data classification guidelines
"
351,DP - Data Lifecycle (P1),PRJTASK0066986,PRJ0024153,Develop organizational workflows and RACIs,35,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 251
Develop organizational workflows and RACIs"
252,DP - Data Lifecycle (P1),PRJTASK0066989,PRJ0024153,Document and refine processes and procedures,101,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 252
Document and refine processes and procedures"
253,DP - Data Lifecycle (P1),PRJTASK0066991,PRJ0024153,Define and document data security policies and standards,35,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 253
Define and document data security policies and standards"
254,DP - Data Lifecycle (P1),PRJTASK0066998,PRJ0024153,"Define, collect, and report on metrics to measure the effectiveness of the data security program - Imperva",102,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 254
255,DP - Data Lifecycle (P1),PRJTASK0066993,PRJ0024153,Complete rollout of DLP agent to all endpoints,105,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 255
Complete rollout of DLP agent to all endpoints"
256,DP - Data Lifecycle (P1),PRJTASK0066999,PRJ0024153,Define and track DLP metrics and report on them to assist decision making,105,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 256
257,DP - Data Lifecycle (P1),PRJTASK0067000,PRJ0024153,Ensure that appropriate users possess an IronKey USB device,7,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 257
258,DP - Data Lifecycle (P1),PRJTASK0067001,PRJ0024153,"Implement a prompt, in conjunction with alert, for users notifying them that they are transferring PHI data",101,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 258. 

"
259,DP - Data Lifecycle (P1),PRJTASK0067002,PRJ0024153,Expand DLP coverage for databases through the use of existing Varonis utility,35,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 259
261,DP - Data Lifecycle (P1),PRJTASK0067004,PRJ0024153,Onboard additional databases into existing Informatica instance,35,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 261
262,DP - Data Lifecycle (P1),PRJTASK0067005,PRJ0024153,Deploy Azure Information Protection into the cloud environment,105,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 262. Need to consider unstructured data stored in all of our cloud environments. Azure Info Protection may not work in GCP, AWS, IBM, etc. "
263,DP - Data Lifecycle (P1),PRJTASK0067006,PRJ0024153,"Identify any other cloud environments, and deploy parallel controls to ensure normalized control coverage across all cloud providers",336,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 263

Move to P2 Project."
264,DP - Data Lifecycle (P1),PRJTASK0067007,PRJ0024153,Forward logs/alerts from DLP tools to SIEM for correlation and alerting,105,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 264
265,DP - Data Lifecycle (P1),PRJTASK0067008,PRJ0024153,Identify data destruction requirements based on legal/regulatory guidance and organizational risk,101,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 265
266,DP - Data Lifecycle (P1),PRJTASK0067009,PRJ0024153,Develop data destruction standards and procedures based on data classification for both cloud and on-prem,101,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 266
278,DP - Data Lifecycle (P1),PRJTASK0069016,PRJ0024153,Continue to scale the Varonis implementation where applicable/throughout the environment,336,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 278

Major milestones – 
• Onboarding London, Radiology, HVI, Lerner (Lerner is a longshot I think)
• Also investigate with support from Storage team about enabling NFS share monitoring
o Ask the business if it is necessary since it is application data and not usually accessed by individuals
Resources – We might need to add more storage capacity for our DB server due to the number and size of new sources we are and have added. We can have Varonis perform a sizing of our existing environment to help us determine what we should add to support our growth plans.
Backlog – I believe Robert already has a backlog/stories built for each of the three sites
Complete in 2023? – I think all but Lerner can be completed year without issue. I would keep your current percentages.


"
279,DP - Data Lifecycle (P1),PRJTASK0067219,PRJ0024153,Implement Imperva for database security monitoring,102,Data and Application Protection,Data Protection,Activity,NULL,"OKR Activity 279
Rollout Imperva to 100% of critical databases across the enterprise. As of August 2022, the term ""critical"" was defined to mean any database that has PHI/PII/PCI data in our environment."
280,DP - Data Lifecycle (P1),PRJTASK0067220,PRJ0024153,Update database deployment processes and procedures to include onboarding new databases into Imperva,102,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 280
281,DP - Data Lifecycle (P1),PRJTASK0067221,PRJ0024153,Prioritize database onboarding to Imperva based on risk classification/categorization of stored data,102,Data and Application Protection,Data Protection,Activity,Cybersecurity - Data Protection,OKR Activity 281
282,DP - Data Lifecycle (P1),PRJTASK0067222,PRJ0024153,Confgure Imperva to forward alert logs to the SIEM for centralized correlation and alerting,102,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 282
283,DP - Data Lifecycle (P1),PRJTASK0069017,PRJ0024153,"Identify databases with sensitive information and tag them accordingly utilizing enterprise data management tools (e.g., Varonis, Informatica)",35,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 283
284,DP - Data Lifecycle (P1),PRJTASK0069018,PRJ0024153,Deploy the defined level of data protection controls to databases based on the data classification standard and associated handling requirements,102,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 284
285,DP - Data Lifecycle (P1),PRJTASK0067218,PRJ0024153,Update database delpoyment processes and procedures to include the use of database encryption according to policy,102,Data and Application Protection,Data Protection,Activity,NULL,OKR Activity 285
153,CLP - Cloud Security Automation (P1),PRJTASK0067066,PRJ0024147,Develop organizational workflows and RACIs for Cloud Security Automation,35,Data and Application Protection,Cloud Protection,Activity,NULL,OKR Activity xxx : Similar Activity for AppSec in Activity 226
364,IDP -  Deploy BIBO to CCF Empl Provider Offices/Check-in/Check-o,PRJTASK0066165,PRJ0023851,IE - AM BIBO Project Management Activities Phase,59,Identity,Identity Protection,Activity,NULL,PM tasks to be completed throughout the project
18,GRC - Risk Management and Compliance,PRJTASK0128127,PRJ0033115,"Upload standardized controls, policy, procedures, framework, and methodology to MetricStream",47,Assurance,"Governance, Risk Management, Training, & Compliance",Activity,NULL,The data will be uploaded to ServiceNow instead of MetricStream
373,IP - Network Visibility Coverage (ISE),PRJTASK0037100,PRJ0018586,Network Visibility Deployed to 100% of Martin Access Layer Switches,115,Advisory,Infrastructure Protection,Activity,NULL,This is a test of the agile planning
98,Privileged Access Management,PRJTASK0059646,PRJ0017223,Onboard accounts into Thycotic Account Lifecycle Manager,96,Identity,Identity Protection,Activity,NULL,This is for Tier 0 and Tier 1 accounts. All remaining accounts will be addressed in another project.
104,Infrastructure Protections,PRJTASK0052087,PRJ0017221,Integrate asset discovery tool with ServiceNow,133,Technology Protection,Infrastructure Protection,Activity,NULL,"This is the integration for IoT for Ordr to ServiceNow, printers, office devices, etc..."
105,Infrastructure Protections,PRJTASK0052089,PRJ0017221,"Identify newly discovered assets and document appropriate datapoints in ServiceNow e.g., Owner, OS, location, vendor, model number, serial number, etc",133,Technology Protection,Infrastructure Protection,Activity,NULL,This will be validated for Ordr and Nuvolo
391,Replacement of MetricStream with ServiceNow Integrated Risk Mana,PRJTASK0119081,PRJ0032085,1d - UAT Testing,141,Assurance,Community Effort,Activity,Cybersecurity - Risk,UAT testing for the ServiceNow VRM and IRM modules implementation
35,IDP - Access for Critical Apps P2,NULL,DMND0005685,Integrate physical access control systems (PACS) with IAM solution for centralized provisioning of physical and logicial access,9,Identity,Identity Protection,Activity,NULL,
36,IDP - Access for Critical Apps P2,NULL,DMND0005685,Identify external user personas,9,Identity,Identity Protection,Activity,NULL,
37,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Document current pain points, business drivers for patients and other external identitiies",9,Identity,Identity Protection,Activity,NULL,
38,IDP - Access for Critical Apps P2,NULL,DMND0005685,Centralize external user directory,9,Identity,Identity Protection,Activity,NULL,
39,IDP - Access for Critical Apps P2,NULL,DMND0005685,Tool rationalization/ procurement for external identities as needed,9,Identity,Identity Protection,Activity,NULL,
40,IDP - Access for Critical Apps P2,NULL,DMND0005685,Define/ enhance target external identity architecture and governance model,9,Identity,Identity Protection,Activity,NULL,
41,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Define, prioritize and implement user journeys",9,Identity,Identity Protection,Activity,NULL,
42,IDP - Access for Critical Apps P2,NULL,DMND0005685,Continous improvement and rollout to other business units,9,Identity,Identity Protection,Activity,NULL,
43,IDP - Access for Critical Apps P2,NULL,DMND0005685,Implement and automate access recertification initiation and revocations in IIQ for employees as well as contractors,9,Identity,Identity Protection,Activity,NULL,
44,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Assess and revise existing process for access recertifications - automate certifications for all identified use-cases and applications (including disconnected applications); use-cases should include periodic reviews for privileged and non-priviliged access by resource owners and managers, job transfer reviews.",9,Identity,Identity Protection,Activity,NULL,
45,IDP - Access for Critical Apps P2,NULL,DMND0005685,Define metrics for tracking and reporting on access recertification campaigns,9,Identity,Identity Protection,Activity,NULL,
49,IDP - PAM Expansion,NULL,DMND0005267,Enforce session / command recording for priv sessions,9,Identity,Identity Protection,Activity,NULL,
52,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Priortize applications for SSO based on risk, feasibility, and impact on the end user (e.g., user type, user population, etc.)",9,Identity,Identity Protection,Activity,NULL,
53,IDP - Access for Critical Apps P2,NULL,DMND0005685,Deploy enterprise credential wallet to non-clinical areas,9,Identity,Identity Protection,Activity,NULL,
54,IDP - Access for Critical Apps P2,NULL,DMND0005685,Implement risk based authentication with O365/Azure conditional access and deploy to a pilot group,9,Identity,Identity Protection,Activity,NULL,
55,IDP - Access for Critical Apps P2,NULL,DMND0005685,Incorproate feedback from pilot group and expand to broader CCF community,9,Identity,Identity Protection,Activity,NULL,
56,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Determine circumstances for users to reset passwords on their own, including their physical location",9,Identity,Identity Protection,Activity,NULL,
57,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Implement solution to support self service password resets, security questions and MFA factor",9,Identity,Identity Protection,Activity,NULL,
58,IDP - Access for Critical Apps P2,NULL,DMND0005685,Provide users training and awareness materials on how to use the new system,9,Identity,Identity Protection,Activity,NULL,
59,IDP - Access for Critical Apps P2,NULL,DMND0005685,Ingest physical security logs into SIEM for automated correlation against logical access logs,9,Identity,Identity Protection,Activity,NULL,
60,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Define policy, standard, and procedures for assigning access approvers to patient data",9,Identity,Identity Protection,Activity,NULL,
61,IDP - Access for Critical Apps P2,NULL,DMND0005685,Identify and define RBAC roles with granular access to patient data,9,Identity,Identity Protection,Activity,NULL,
62,IDP - Access for Critical Apps P2,NULL,DMND0005685,Determine attributes needed to assign roles,9,Identity,Identity Protection,Activity,NULL,
63,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Create roles in IAM solution, remove redundant / unnecessary entitlements",9,Identity,Identity Protection,Activity,NULL,
65,IDP - Access for Critical Apps P2,NULL,DMND0005685,Assign newly matched roles to users from the M&A as the are added to the environment,9,Identity,Identity Protection,Activity,NULL,
66,IDP - Access for Critical Apps P2,NULL,DMND0005685,"Define roles within Epic for access based on available data e.g., Insitute, job title, location, etc.",9,Identity,Identity Protection,Activity,NULL,
67,IDP - Access for Critical Apps P2,NULL,DMND0005685,Design and implement Epic templates for more granular access control,9,Identity,Identity Protection,Activity,NULL,
68,IDP - Patient Identity,NULL,DMND0004991,"Analyze, identify and remediate existing gaps/challenges in access management processes like birthright provisioning, termination and provisioning for employees and contractors",9,Identity,Identity Protection,Activity,NULL,
70,IDP - Patient Identity,NULL,DMND0004991,Implement enhancements and automation to lifecycle event management processes (joiner/ mover/ leaver),9,Identity,Identity Protection,Activity,NULL,
72,IDP - Patient Identity,NULL,DMND0004991,"Onboard applications to SailPoint IIQ for central provisioning and process standardization based on risk and feasability, starting with the existing 137 critical applications",9,Identity,Identity Protection,Activity,NULL,
73,IDP - Patient Identity,NULL,DMND0004991,Develop separation of duties matrices for applications all critical applications,9,Identity,Identity Protection,Activity,NULL,
75,IDP - Patient Identity,NULL,DMND0004991,Disable local accounts,9,Identity,Identity Protection,Activity,NULL,
76,IDP - Patient Identity,NULL,DMND0004991,Establish RBAC methodology and governance process,9,Identity,Identity Protection,Activity,NULL,
77,IDP - Patient Identity,NULL,DMND0004991,Perform role and entitlements cleanup against all existing access,9,Identity,Identity Protection,Activity,NULL,
78,IDP - Patient Identity,NULL,DMND0004991,"Perform role mining such that it: - enumerates necessary roles based on operational use, compliance, and other requirements - maps roles to appropriate entitlements (separation of duties) - maps roles to appropriate attributes (from HR source of truth) ",9,Identity,Identity Protection,Activity,NULL,
79,IDP - Patient Identity,NULL,DMND0004991,"Enforce application access permissions based on access ""needs"" of the roles(i.e., least privilege)",9,Identity,Identity Protection,Activity,NULL,
80,IDP - Patient Identity,NULL,DMND0004991,Identify roles to be assigned to users at account creation (birthright entitlements) in order to minimize # of submitted access requests,9,Identity,Identity Protection,Activity,NULL,
81,IDP - Patient Identity,NULL,DMND0004991,"Impelment the roles in IIQ, and remove redundant individual entitlements to prevent entitlement creep",9,Identity,Identity Protection,Activity,NULL,
86,IDP - PAM Expansion,NULL,DMND0005267,"Require the training to be taken before priveleged access is granted, and on an annual basis there after, enforced by removal of access",9,Identity,Identity Protection,Activity,NULL,
87,IDP - PAM Expansion,NULL,DMND0005267,Track and report on metrics,9,Identity,Identity Protection,Activity,NULL,
88,IP - Network and Device Protection (P2),NULL,DMND0004990,Develop and implement standards and procedures for managing identity and access management capabilities within medical devices and OT systems.  ,9,Technology Protection,Infrastructure Protection,Activity,NULL,
92,IDP - PAM Expansion,NULL,DMND0005267,Enforce session / command recording of privileged sessions,9,Identity,Identity Protection,Activity,NULL,
95,IDP - PAM Expansion,NULL,DMND0005267,"Identify and document all non-human accounts, including if they are priveleged or standard accounts",9,Identity,Identity Protection,Activity,NULL,
96,IDP - PAM Expansion,NULL,DMND0005267,Assign owernship of non-human accounts by team w/ point of contact,9,Identity,Identity Protection,Activity,NULL,
97,IDP - PAM Expansion,NULL,DMND0005267,Disable orphaned non-human accounts over a phased period of time,9,Identity,Identity Protection,Activity,NULL,
100,IDP - PAM Expansion,NULL,DMND0005267,Communicate expansion of access recertification policy to include non-human accounts,9,Identity,Identity Protection,Activity,NULL,
101,IDP - PAM Expansion,NULL,DMND0005267,Incorproate non-human account access recertification into existing recertification process and cadence,9,Identity,Identity Protection,Activity,NULL,
138,IP - Network and Device Protection (P2),NULL,DMND0004990,Identify highest risk external facing assets/services,7,Technology Protection,Infrastructure Protection,Activity,NULL,
139,IP - Network and Device Protection (P2),NULL,DMND0004990,"Select and implement an automated DDoS protection solution (e.g., Cloudflare) for identified assets",7,Technology Protection,Infrastructure Protection,Activity,NULL,
140,IP - Network and Device Protection (P2),NULL,DMND0004990,Integrate solution with SIEM for centralized monitoring and alerting,7,Technology Protection,Infrastructure Protection,Activity,NULL,
141,IP - Network and Device Protection (P2),NULL,DMND0004990,Track DDoS protection solution metrics against SLAs and resilience requirements,7,Technology Protection,Infrastructure Protection,Activity,NULL,
145,IP - Zero Trust,NULL,DMND0005024,Conduct a network architecture assessment,7,Technology Protection,Infrastructure Protection,Activity,NULL,
146,IP - Zero Trust,NULL,DMND0005024,"Develop a target state zero trust architecture suitable for CCF, ensuring it provides adequate attack surface reduction, resiliency, data protection, and ability to deploy monitoring. Take into consideration specific CCF needs e.g., -Med Device / OT segmentation -Segmentation of Production and Pre-Production Environments",7,Technology Protection,Infrastructure Protection,Activity,NULL,
147,IP - Zero Trust,NULL,DMND0005024,Develop a strategy to migrate to a zero trust architecture,7,Technology Protection,Infrastructure Protection,Activity,NULL,
148,IP - Zero Trust,NULL,DMND0005024,Implement zero trust architecture network design,7,Technology Protection,Infrastructure Protection,Activity,NULL,
149,IP - Zero Trust,NULL,DMND0005024,Deploy network access control to automate the assignment of vlans to newly connected devices and prevent unauthorized devices from connecting to the network,7,Technology Protection,Infrastructure Protection,Activity,NULL,
154,CLP - Cloud Protection,NULL,DMND0005025,Expand deployements of existing tooling to cover all cloud environments,35,Data and Application Protection,Cloud Protection,Activity,NULL,
155,CLP - Cloud Protection,NULL,DMND0005025,Secure Infrastructure-as-Code (IaC) template configuration ,35,Data and Application Protection,Cloud Protection,Activity,NULL,
156,CLP - Cloud Protection,NULL,DMND0005025,Enable pre-deployment configuration checking (could be a done with Hashicorp Sentinel to validate Terraform IaC security configs),35,Data and Application Protection,Cloud Protection,Activity,NULL,
157,CLP - Cloud Protection,NULL,DMND0005025,"Integrate cloud management tools with ServiceNow to establish a single, centralized, asset management repository",35,Data and Application Protection,Cloud Protection,Activity,NULL,
158,CLP - Cloud Protection,NULL,DMND0005025,Establish log pipeline from all cloud environments to enterprise SIEM,35,Data and Application Protection,Cloud Protection,Activity,NULL,
159,CLP - Cloud Protection,NULL,DMND0005025,Select and implement CASB solution that best fits CCF future-state needs,35,Data and Application Protection,Cloud Protection,Activity,NULL,
160,CLP - Cloud Protection,NULL,DMND0005025,Onboard SaaS applications into CASB,35,Data and Application Protection,Cloud Protection,Activity,NULL,
161,CLP - Cloud Protection,NULL,DMND0005025,Integrate CASB with existing CCF DLP tooling,35,Data and Application Protection,Cloud Protection,Activity,NULL,
162,CLP - Cloud Protection,NULL,DMND0005025,Integrate CASB with existing CCF SIEM,35,Data and Application Protection,Cloud Protection,Activity,NULL,
168,TPSRM - Vendor Risk Management Enhancements,NULL,PRJ0033114,"Integrate MetricStream with Ivalua to automate the inporting and tracking of third parties, including termination of relationships",141,Assurance,Third Party / Supplier Risk Management,Activity,NULL,
172,TPSRM - Vendor Risk Management Enhancements,NULL,PRJ0033114,Define metrics and track and report on third party adherence to committments,141,Assurance,Third Party / Supplier Risk Management,Activity,NULL,
221,"TVI - Protection, Threat Triage & Containment (P2)",NULL,DMND0005027,"Ensure vulnerability scans are performed on all applications throughout the environment, with manual WASAs performed against high risk applications on a defined cadence.",4,Intelligence,"Threat, Vulnerability, & Incident Management",Activity,NULL,
222,"TVI - Protection, Threat Triage & Containment (P2)",NULL,DMND0005027,Track effectiveness of vulnerability remeidation process and update as appropriate,4,Intelligence,"Threat, Vulnerability, & Incident Management",Activity,NULL,
223,"TVI - Protection, Threat Triage & Containment (P2)",NULL,DMND0005027,"Ensure that results of application vulnerability assessments are received by application owners, and that gaps identified during the assessment are remediated according to policy",4,Intelligence,"Threat, Vulnerability, & Incident Management",Activity,NULL,
224,"TVI - Protection, Threat Triage & Containment (P2)",NULL,DMND0005027,"Enumerate and document all implemented application controls, and ensure relevant information security and management groups have input on current state controls",4,Intelligence,"Threat, Vulnerability, & Incident Management",Activity,NULL,
225,"TVI - Protection, Threat Triage & Containment (P2)",NULL,DMND0005027,Define and report on KPI/Metrics related to application vulnerability identification and remediation throughout different phases of the SDLC,35,Data and Application Protection,"Threat, Vulnerability, & Incident Management",Activity,NULL,
234,AP - Application Security (P2),NULL,DMND0005028,Expand integrations of Checkmarx into all developer IDEs,35,Data and Application Protection,Application Protection,Activity,NULL,
235,AP - Application Security (P2),NULL,DMND0005028,Implement automated repository scans for Enterprise Code Repository,35,Data and Application Protection,Application Protection,Activity,NULL,
237,AP - Application Security (P2),NULL,DMND0005028,Integrate Checkmarx with ServiceNow Vulnerability Management Module,35,Data and Application Protection,Application Protection,Activity,NULL,
238,AP - Application Security (P2),NULL,DMND0005028,"Build and maintain inventory of libraries and third party code used development (via Checkmarx Software Compisition Ananlysis), and track vulnerability disclosures related to relevant third party code",35,Data and Application Protection,Application Protection,Activity,NULL,
239,AP - Application Security (P2),NULL,DMND0005028,Update inventory of exposed web apps and APIs (and what external systems/services are utilizing the APIs),35,Data and Application Protection,Application Protection,Activity,NULL,
242,AP - Application Security (P2),NULL,DMND0005028,"Implement web application firewall in front of all external applications, and ensure effective policies are in place",35,Data and Application Protection,Application Protection,Activity,NULL,
244,AP - Application Security (P2),NULL,DMND0005028,"Identify and implement a WAF with API and Bot security capabilities, first evaluating if existing tools e.g., Cloudflare meet organizational needs",35,Data and Application Protection,Application Protection,Activity,NULL,
